Provinces Name,Provinces Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Lombok Utara, Kab.",ID.NB.LU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lombok Utara, Kab.",ID.NB.LU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,34.27,34.13,33.21,32.06,28.83,29.03,26.99
"Mataram, Kota",ID.NB.MA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Mataram, Kota",ID.NB.MA,Total Population (in number of people),SP.POP.TOTL,441064,450226,459314,468509,477476,486715,495681
"Mataram, Kota",ID.NB.MA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Mataram, Kota",ID.NB.MA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Mataram, Kota",ID.NB.MA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.53,10.45,9.8,9.55,8.96,8.92,8.47
"Sumbawa Barat, Kab.",ID.NB.SB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sumbawa Barat, Kab.",ID.NB.SB,Total Population (in number of people),SP.POP.TOTL,129724,133391,137072,140890,144707,148606,152437
"Sumbawa Barat, Kab.",ID.NB.SB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sumbawa Barat, Kab.",ID.NB.SB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sumbawa Barat, Kab.",ID.NB.SB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.87,16.97,16.5,15.96,14.17,13.85,13.34
"Sumbawa, Kab.",ID.NB.SU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sumbawa, Kab.",ID.NB.SU,Total Population (in number of people),SP.POP.TOTL,436599,441102,445503,449680,453797,457671,461502
"Sumbawa, Kab.",ID.NB.SU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sumbawa, Kab.",ID.NB.SU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sumbawa, Kab.",ID.NB.SU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.87,16.73,16.12,15.31,14.08,13.9,13.65
"Alor, Kab.",ID.NT.AL,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Alor, Kab.",ID.NT.AL,Total Population (in number of people),SP.POP.TOTL,198200,199915,201515,202890,204380,205599,206806
"Alor, Kab.",ID.NT.AL,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Alor, Kab.",ID.NT.AL,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Alor, Kab.",ID.NT.AL,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19.48,22.92,22.35,21.67,21.63,21.59,21.09
"Belu, Kab.",ID.NT.BE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Belu, Kab.",ID.NT.BE,Total Population (in number of people),SP.POP.TOTL,203284,206778,210307,213596,216783,220115,223176
"Belu, Kab.",ID.NT.BE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Belu, Kab.",ID.NT.BE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Belu, Kab.",ID.NT.BE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.24,16.81,15.82,15.95,15.7,15.54,15.37
"Ende, Kab.",ID.NT.EN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ende, Kab.",ID.NT.EN,Total Population (in number of people),SP.POP.TOTL,268314,269724,270886,272084,272988,273929,274599
"Ende, Kab.",ID.NT.EN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ende, Kab.",ID.NT.EN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ende, Kab.",ID.NT.EN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.37,23.49,23.89,23.95,24.2,23.18,23.76
"Flores Timur, Kab.",ID.NT.FT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Flores Timur, Kab.",ID.NT.FT,Total Population (in number of people),SP.POP.TOTL,244485,246994,248889,251611,253818,255916,257785
"Flores Timur, Kab.",ID.NT.FT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Flores Timur, Kab.",ID.NT.FT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Flores Timur, Kab.",ID.NT.FT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.83,9.66,10.31,10.75,11.05,10.9,10.84
"Kupang, Kab.",ID.NT.KR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kupang, Kab.",ID.NT.KR,Total Population (in number of people),SP.POP.TOTL,338415,348010,360228,372777,387479,403582,421618
"Kupang, Kab.",ID.NT.KR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kupang, Kab.",ID.NT.KR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kupang, Kab.",ID.NT.KR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19.05,23.37,23.43,22.91,23.1,23.03,22.77
"Kupang, Kota",ID.NT.KP,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kupang, Kota",ID.NT.KP,Total Population (in number of people),SP.POP.TOTL,380084,390877,402286,412708,423800,434972,446193
"Kupang, Kota",ID.NT.KP,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kupang, Kota",ID.NT.KP,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kupang, Kota",ID.NT.KP,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.7,10.21,9.97,9.81,9.61,9.22,8.96
"Lembata, Kab.",ID.NT.LE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Lembata, Kab.",ID.NT.LE,Total Population (in number of people),SP.POP.TOTL,129482,132171,134573,137714,140390,143074,145685
"Lembata, Kab.",ID.NT.LE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Lembata, Kab.",ID.NT.LE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Lembata, Kab.",ID.NT.LE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,22.32,27.13,26.26,26.48,26.45,26.3,26.14
"Malaka, Kab.",ID.NT.ML,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Malaka, Kab.",ID.NT.ML,Total Population (in number of people),SP.POP.TOTL,177398,180382,183387,186312,189220,191892,194776
"Malaka, Kab.",ID.NT.ML,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Malaka, Kab.",ID.NT.ML,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Malaka, Kab.",ID.NT.ML,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,17.28,16.66,16.52,16.34,16.12,16.04
"Manggarai Barat, Kab.",ID.NT.MB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Manggarai Barat, Kab.",ID.NT.MB,Total Population (in number of people),SP.POP.TOTL,245817,251689,257582,263207,269029,274689,280412
"Manggarai Barat, Kab.",ID.NT.MB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Manggarai Barat, Kab.",ID.NT.MB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Manggarai Barat, Kab.",ID.NT.MB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.2,20.12,19.35,18.86,18.14,18.01,17.71
"Manggarai Timur, Kab.",ID.NT.MT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Manggarai Timur, Kab.",ID.NT.MT,Total Population (in number of people),SP.POP.TOTL,268418,272514,276620,280118,283313,287207,289836
"Manggarai Timur, Kab.",ID.NT.MT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Manggarai Timur, Kab.",ID.NT.MT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Manggarai Timur, Kab.",ID.NT.MT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,24.01,28.64,27.71,26.8,26.5,26.49,26.52
"Manggarai, Kab.",ID.NT.MA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Manggarai, Kab.",ID.NT.MA,Total Population (in number of people),SP.POP.TOTL,314491,319607,324014,329198,333912,338424,342908
"Manggarai, Kab.",ID.NT.MA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Manggarai, Kab.",ID.NT.MA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Manggarai, Kab.",ID.NT.MA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.22,23.18,22.5,21.91,20.83,20.55,20.34
"Nagekeo, Kab.",ID.NT.NA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Nagekeo, Kab.",ID.NT.NA,Total Population (in number of people),SP.POP.TOTL,137919,139577,141310,142804,144414,145826,147189
"Nagekeo, Kab.",ID.NT.NA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Nagekeo, Kab.",ID.NT.NA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Nagekeo, Kab.",ID.NT.NA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.02,14.38,13.61,13.48,12.98,12.85,12.61
"Ngada, Kab.",ID.NT.NG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ngada, Kab.",ID.NT.NG,Total Population (in number of people),SP.POP.TOTL,152519,154693,156101,159081,161196,163217,165314
"Ngada, Kab.",ID.NT.NG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ngada, Kab.",ID.NT.NG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ngada, Kab.",ID.NT.NG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.76,12.81,12.69,12.77,12.94,12.48,12.51
"Rote Ndao, Kab.",ID.NT.RN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Rote Ndao, Kab.",ID.NT.RN,Total Population (in number of people),SP.POP.TOTL,142106,147778,153792,159614,165807,172104,178805
"Rote Ndao, Kab.",ID.NT.RN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Rote Ndao, Kab.",ID.NT.RN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Rote Ndao, Kab.",ID.NT.RN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,26.85,30.49,29.6,28.81,28.08,27.95,27.54
"Sabu Raijua, Kab.",ID.NT.SR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sabu Raijua, Kab.",ID.NT.SR,Total Population (in number of people),SP.POP.TOTL,83501,85970,88826,91512,94406,97379,100684
"Sabu Raijua, Kab.",ID.NT.SR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sabu Raijua, Kab.",ID.NT.SR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sabu Raijua, Kab.",ID.NT.SR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,29.48,33.17,32.44,31.07,30.83,30.52,30.18
"Sikka, Kab.",ID.NT.SI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sikka, Kab.",ID.NT.SI,Total Population (in number of people),SP.POP.TOTL,311411,313509,315477,317292,318920,320401,321790
"Sikka, Kab.",ID.NT.SI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sikka, Kab.",ID.NT.SI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sikka, Kab.",ID.NT.SI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.27,14.28,14.33,14.2,13.82,13.53,13.12
"Sumba Barat Daya, Kab.",ID.NT.SM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sumba Barat Daya, Kab.",ID.NT.SM,Total Population (in number of people),SP.POP.TOTL,312510,319119,325699,331894,338427,344720,350923
"Sumba Barat Daya, Kab.",ID.NT.SM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sumba Barat Daya, Kab.",ID.NT.SM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sumba Barat Daya, Kab.",ID.NT.SM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,25.78,30.01,30.63,30.13,28.88,28.06,28
"Sumba Barat, Kab.",ID.NT.SB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sumba Barat, Kab.",ID.NT.SB,Total Population (in number of people),SP.POP.TOTL,119907,121921,123913,125776,127872,129710,131600
"Sumba Barat, Kab.",ID.NT.SB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sumba Barat, Kab.",ID.NT.SB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sumba Barat, Kab.",ID.NT.SB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,27.79,30.56,29.34,29.28,28.51,28.29,28.17
"Sumba Tengah, Kab.",ID.NT.SU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sumba Tengah, Kab.",ID.NT.SU,Total Population (in number of people),SP.POP.TOTL,67393,68515,69606,70719,71801,72800,73820
"Sumba Tengah, Kab.",ID.NT.SU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sumba Tengah, Kab.",ID.NT.SU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sumba Tengah, Kab.",ID.NT.SU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,31.4,36.22,36.55,36.01,34.85,34.62,34.49
"Sumba Timur, Kab.",ID.NT.ST,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sumba Timur, Kab.",ID.NT.ST,Total Population (in number of people),SP.POP.TOTL,243009,246294,249606,252704,255601,258486,261503
"Sumba Timur, Kab.",ID.NT.ST,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sumba Timur, Kab.",ID.NT.ST,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sumba Timur, Kab.",ID.NT.ST,Poverty Rate (in % of population),SI.POV.NAPR.ZS,27.63,31.74,31.43,31.03,30.13,30.02,29.65
"Timor Tengah Selatan, Kab.",ID.NT.TS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Timor Tengah Selatan, Kab.",ID.NT.TS,Total Population (in number of people),SP.POP.TOTL,456152,459310,461681,463980,465970,467990,469673
"Timor Tengah Selatan, Kab.",ID.NT.TS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Timor Tengah Selatan, Kab.",ID.NT.TS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Timor Tengah Selatan, Kab.",ID.NT.TS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,26.79,31.12,29.89,29.44,28.06,27.87,27.49
"Timor Tengah Utara, Kab.",ID.NT.TU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Timor Tengah Utara, Kab.",ID.NT.TU,Total Population (in number of people),SP.POP.TOTL,242082,244714,247216,249711,251993,254171,256299
"Timor Tengah Utara, Kab.",ID.NT.TU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Timor Tengah Utara, Kab.",ID.NT.TU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Timor Tengah Utara, Kab.",ID.NT.TU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.89,25.2,24.07,23.52,22.31,22.45,22.28
"Fakfak, Kab.",ID.IB.FA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Fakfak, Kab.",ID.IB.FA,Total Population (in number of people),SP.POP.TOTL,72189,73468,74772,76102,77381,78686,79870
"Fakfak, Kab.",ID.IB.FA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Fakfak, Kab.",ID.IB.FA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Fakfak, Kab.",ID.IB.FA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,29.18,27.51,26.66,25.96,24.31,23.25,22.27
"Kaimana, Kab.",ID.IB.KA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kaimana, Kab.",ID.IB.KA,Total Population (in number of people),SP.POP.TOTL,52473,54165,55503,56882,58404,60216,61820
"Kaimana, Kab.",ID.IB.KA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kaimana, Kab.",ID.IB.KA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kaimana, Kab.",ID.IB.KA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,17.65,17.79,17.44,17.22,16.65,16.11,15.5
"Manokwari Selatan, Kab.",ID.IB.MS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Manokwari Selatan, Kab.",ID.IB.MS,Total Population (in number of people),SP.POP.TOTL,21282,21907,22519,22983,23617,24220,24679
"Manokwari Selatan, Kab.",ID.IB.MS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Manokwari Selatan, Kab.",ID.IB.MS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Manokwari Selatan, Kab.",ID.IB.MS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,34.33,34.15,34.02,30.87,29.94,28.88
"Manokwari, Kab.",ID.IB.MA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Manokwari, Kab.",ID.IB.MA,Total Population (in number of people),SP.POP.TOTL,154296,158326,162578,166780,170897,175178,179384
"Manokwari, Kab.",ID.IB.MA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Manokwari, Kab.",ID.IB.MA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Manokwari, Kab.",ID.IB.MA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,27.63,25.28,24.93,24.32,22.21,21.06,20.14
"Maybrat, Kab.",ID.IB.MY,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Maybrat, Kab.",ID.IB.MY,Total Population (in number of people),SP.POP.TOTL,36601,37529,38377,39191,40102,40899,41798
"Maybrat, Kab.",ID.IB.MY,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Maybrat, Kab.",ID.IB.MY,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Maybrat, Kab.",ID.IB.MY,Poverty Rate (in % of population),SI.POV.NAPR.ZS,35.2,35.31,34.65,34.87,32.89,32.2,30.78
"Pegunungan Arfak, Kab.",ID.IB.PA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pegunungan Arfak, Kab.",ID.IB.PA,Total Population (in number of people),SP.POP.TOTL,27616,28271,28898,29731,30409,30976,31793
"Pegunungan Arfak, Kab.",ID.IB.PA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pegunungan Arfak, Kab.",ID.IB.PA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pegunungan Arfak, Kab.",ID.IB.PA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,..,38.53,39.46,39.23,35.72,34.83,33.81
"Raja Ampat, Kab.",ID.IB.RA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Raja Ampat, Kab.",ID.IB.RA,Total Population (in number of people),SP.POP.TOTL,45310,45923,46613,47301,47885,48493,49083
"Raja Ampat, Kab.",ID.IB.RA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Raja Ampat, Kab.",ID.IB.RA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Raja Ampat, Kab.",ID.IB.RA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.73,20.94,20.5,20,17.8,17.16,17.01
"Sorong Selatan, Kab.",ID.IB.SS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sorong Selatan, Kab.",ID.IB.SS,Total Population (in number of people),SP.POP.TOTL,42028,43036,43896,45019,46021,46922,47875
"Sorong Selatan, Kab.",ID.IB.SS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sorong Selatan, Kab.",ID.IB.SS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sorong Selatan, Kab.",ID.IB.SS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,19.73,20.38,19.92,19.66,19.14,18.41,18.28
"Sorong, Kab.",ID.IB.SG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sorong, Kab.",ID.IB.SG,Total Population (in number of people),SP.POP.TOTL,78698,80695,82784,84906,86994,88927,91134
"Sorong, Kab.",ID.IB.SG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sorong, Kab.",ID.IB.SG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sorong, Kab.",ID.IB.SG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,34.3,33.35,33.25,32.86,30.19,28.61,27.48
